transaction_id,date,description,amount,category,is_duplicate,is_anomaly
TXN100150,2024-03-25,CITY MED GROUP CO-PAY,-123.08,Healthcare,False,False
TXN100151,2024-03-27,"DoorDash, Inc.",-22.46,Food,False,False
TXN100152,2024-03-27,CITY MED GROUP CO-PAY,-128.85,Healthcare,False,False
TXN100153,2024-03-28,TRADER JOES,-437.39,Food,False,True
TXN100154,2024-03-29,ACME CORP PAYROLL DIRECT DEP,3801.77,Salary,False,False
TXN100155,2024-03-29,AMC THEATRES,-42.22,Entertainment,False,False
TXN100156,2024-03-30,PF #0233 MONTHLY,-13.77,Healthcare,False,False
TXN100157,2024-03-31,PF #0233 MONTHLY,-25.2,Healthcare,False,False
TXN100158,2024-04-01,RENT - PROPERTY MGMT CO,-1851.61,Bills,False,False
TXN100159,2024-04-02,Etsy Inc,-24.81,Shopping,False,False
TXN100160,2024-04-02,SQ *STARBUCKS,-6.18,Food,False,False
TXN100161,2024-04-02,TARGET T-1453,-93.35,Shopping,False,False
TXN100162,2024-04-03,NETFLIX.COM,-15.73,Entertainment,False,False
TXN100163,2024-04-05,FIDELITY INV,-227.41,Investment,False,False
TXN100164,2024-04-05,Etsy Inc,-57.74,Shopping,False,False
TXN100165,2024-04-06,SPOTIFY USA,-10.7,Entertainment,False,False
TXN100166,2024-04-07,ATM WITHDRAWAL #4521,-73.32,Miscellaneous,False,False
TXN100167,2024-04-08,ETSY.COM - SHOP12,-31.94,Shopping,False,False
TXN100168,2024-04-08,CHIPOTLE 2341,-12.23,Food,False,False
TXN100169,2024-04-08,DELTA AIRLINES,-354.5,Travel,False,False
TXN100170,2024-04-09,Whole Foods,-27.82,Food,False,False
TXN100171,2024-04-09,AMAZON MKTPLACE PMTS,-107.51,Shopping,False,False
TXN100172,2024-04-10,WIRE TRANSFER INTL ZWMJOCDE3,-4112.67,Miscellaneous,True,True
TXN100173,2024-04-10,NETFLIX 1888-638-3549,-22.55,Entertainment,False,False
TXN100174,2024-04-10,VENMO*TRANSFER,-31.73,Miscellaneous,False,False
TXN100175,2024-04-12,COMCAST XFINITY,-89.72,Utilities,False,False
TXN100176,2024-04-12,ACME CORP DIRECT DEPOSIT,3230.7,Salary,False,False
TXN100177,2024-04-14,VERIZON WRLS,-75.07,Utilities,False,False
TXN100178,2024-04-17,VENMO PAYMENT,-124.21,Miscellaneous,False,False
TXN100179,2024-04-19,VENMO*TRANSFER,-15.74,Miscellaneous,False,False
TXN100180,2024-04-19,STATE FARM INS,-139.18,Bills,False,False
TXN100181,2024-04-21,Airbnb Inc,-453.64,Travel,False,False
TXN100182,2024-04-21,Main Street Diner,-10.39,Food,False,False
TXN100183,2024-04-21,SPOTIFY P1A2B3,-11.5,Entertainment,False,False
TXN100184,2024-04-21,ATM WITHDRAWAL #4521,-120.45,Miscellaneous,False,False
TXN100185,2024-04-22,CITY MEDICAL GRP,-198.41,Healthcare,False,False
TXN100186,2024-04-24,NIKE STORE #221,-202.62,Shopping,False,False
TXN100187,2024-04-26,ACME CORP PAYROLL DIRECT DEP,3181.22,Salary,False,False
TXN100188,2024-04-27,Marriott International,-644.72,Travel,False,False
TXN100189,2024-04-29,Chipotle Online,-16.69,Food,False,False
TXN100190,2024-04-30,Trader Joe's,-18.43,Food,False,False
TXN100191,2024-04-30,PF #0233 MONTHLY,-25.36,Healthcare,False,False
TXN100192,2024-04-30,RENT - PROPERTY MGMT CO,-1840.41,Bills,False,False
TXN100193,2024-05-01,WHOLE FOODS MARKET,-48.08,Food,False,False
TXN100194,2024-05-01,NETFLIX.COM,-17.29,Entertainment,False,False
TXN100195,2024-05-02,NETFLIX.COM,-15.46,Entertainment,False,False
TXN100196,2024-05-02,ETSY.COM - SHOP12,-22.52,Shopping,False,False
TXN100197,2024-05-02,NIKE STORE #221,-160.98,Shopping,False,False
TXN100198,2024-05-03,DOORDASH*RESTAURANT,-41.56,Food,False,False
TXN100199,2024-05-03,VALVE CORP *STEAM,-7.12,Entertainment,False,False
TXN100200,2024-05-03,VENMO*TRANSFER,-106.93,Miscellaneous,False,False
TXN100201,2024-05-05,PLANET FITNESS,-16.38,Healthcare,False,False
TXN100202,2024-05-05,TRADER JOE S #543,-65.05,Food,False,False
TXN100203,2024-05-05,CHIPOTLE 2341,-9.0,Food,False,False
TXN100204,2024-05-05,FIDELITY INV,-361.51,Investment,False,False
TXN100205,2024-05-07,PAYPAL *ETSY,-45.13,Shopping,False,False
TXN100206,2024-05-07,PF #0233 MONTHLY,-20.5,Healthcare,False,False
TXN100207,2024-05-07,CASH WITHDRAWAL ATM,-127.11,Miscellaneous,False,False
TXN100208,2024-05-08,Best Buy,-497.48,Shopping,False,False
TXN100209,2024-05-08,SPOTIFY USA,-11.03,Entertainment,False,False
TXN100210,2024-05-09,NIKE.COM,-143.63,Shopping,False,False
TXN100211,2024-05-10,ACME CORP PAYROLL DIRECT DEP,4488.69,Salary,False,False
TXN100212,2024-05-11,NETFLIX.COM,-17.21,Entertainment,False,False
TXN100213,2024-05-11,VENMO*TRANSFER,-92.54,Miscellaneous,False,False
TXN100214,2024-05-13,COMCAST XFINITY,-89.26,Utilities,False,False
TXN100215,2024-05-13,Main Street Diner,-24.27,Food,False,False
TXN100216,2024-05-13,CVS.COM,-75.36,Healthcare,False,False
TXN100217,2024-05-14,DD *DOORDASH,-19.8,Food,False,False
TXN100218,2024-05-14,Whole Foods,-79.87,Food,False,False
TXN100219,2024-05-14,TRADER JOE S #543,-74.86,Food,False,False
TXN100220,2024-05-15,VERIZON WRLS,-74.62,Utilities,False,False
TXN100221,2024-05-15,ENTERPRISE RAC,-275.83,Travel,False,False
TXN100222,2024-05-16,DD *DOORDASH,-25.81,Food,False,False
TXN100223,2024-05-16,STATE UNIV TUITION,-2380.04,Education,False,False
TXN100224,2024-05-17,AMZN Mktp US,-77.92,Shopping,False,False
TXN100225,2024-05-18,THE CORNER DINER LLC,-16.49,Food,False,False
TXN100226,2024-05-19,Airbnb Inc,-112.39,Travel,False,False
TXN100227,2024-05-19,STATE FARM INS,-143.3,Bills,False,False
TXN100228,2024-05-19,Starbucks Coffee,-5.65,Food,False,False
TXN100229,2024-05-19,Amazon.com,-191.36,Shopping,False,False
TXN100230,2024-05-21,Amazon.com,-95.61,Shopping,False,False
TXN100231,2024-05-21,CASH WITHDRAWAL ATM,-132.07,Miscellaneous,False,False
TXN100232,2024-05-23,"DoorDash, Inc.",-31.01,Food,False,False
TXN100233,2024-05-23,ATM WITHDRAWAL #4521,-68.07,Miscellaneous,False,False
TXN100234,2024-05-24,SPOTIFY USA,-12.85,Entertainment,True,False
TXN100235,2024-05-24,WFM 102 AUSTIN TX,-69.76,Food,False,False
TXN100236,2024-05-24,ACME CORP DIRECT DEPOSIT,3181.46,Salary,False,False
TXN100237,2024-05-24,Amazon.com,-27.76,Shopping,False,False
TXN100238,2024-05-24,SPOTIFY USA,-12.85,Entertainment,False,False
TXN100239,2024-05-24,AIRBNB HMXY23,-107.61,Travel,False,False
TXN100240,2024-05-25,VENMO*TRANSFER,-147.14,Miscellaneous,False,False
TXN100241,2024-05-25,Chipotle Online,-17.88,Food,False,False
TXN100242,2024-05-25,COURSERA.ORG,-76.31,Education,False,False
TXN100243,2024-05-25,WIRE TRANSFER INTL UYQEZSGB2,-1737.6,Miscellaneous,False,True
TXN100244,2024-05-26,DOORDASH*RESTAURANT,-485.7,Food,False,True
TXN100245,2024-05-26,WIRE TRANSFER INTL SLQPLBGB2,-1663.31,Miscellaneous,False,True
TXN100246,2024-05-27,Trader Joe's,-84.74,Food,False,False
TXN100247,2024-05-28,AMAZON MKTPLACE PMTS,-171.81,Shopping,False,False
TXN100248,2024-05-29,VALVE CORP *STEAM,-65.73,Entertainment,False,False
TXN100249,2024-05-29,PAYPAL *ETSY,-75.64,Shopping,False,False
TXN100250,2024-05-31,PF #0233 MONTHLY,-25.12,Healthcare,False,False
TXN100251,2024-05-31,Chipotle Online,-12.18,Food,False,False
TXN100252,2024-06-01,VENMO PAYMENT,-69.75,Miscellaneous,False,False
TXN100253,2024-06-02,RENT - PROPERTY MGMT CO,-1851.8,Bills,False,False
TXN100254,2024-06-02,VALVE CORP *STEAM,-26.61,Entertainment,False,False
TXN100255,2024-06-04,NETFLIX.COM,-15.54,Entertainment,False,False
TXN100256,2024-06-04,VENMO*TRANSFER,-140.26,Miscellaneous,False,False
TXN100257,2024-06-05,VANGUARD.COM,-447.75,Investment,False,False
TXN100258,2024-06-06,ATM WITHDRAWAL #4521,-122.92,Miscellaneous,False,False
TXN100259,2024-06-06,SPOTIFY USA,-10.93,Entertainment,False,False
TXN100260,2024-06-07,CVS PHARM,-11.58,Healthcare,False,False
TXN100261,2024-06-07,THE CORNER DINER LLC,-27.34,Food,False,False
TXN100262,2024-06-07,ACME CORP DIRECT DEPOSIT,3181.37,Salary,False,False
TXN100263,2024-06-08,DD *DOORDASH,-54.5,Food,False,False
TXN100264,2024-06-10,MAIN ST DINER,-21.88,Food,False,False
TXN100265,2024-06-11,AMZN Mktp US,-114.49,Shopping,False,False
TXN100266,2024-06-11,PAYPAL *ETSY,-79.58,Shopping,False,False
TXN100267,2024-06-12,DOORDASH*RESTAURANT,-34.62,Food,False,False
TXN100268,2024-06-12,COMCAST XFINITY,-90.86,Utilities,False,False
TXN100269,2024-06-13,STARBUCKS COFFEE CO,-10.14,Food,False,False
TXN100270,2024-06-13,STEAMGAMES.COM,-51.96,Entertainment,False,False
TXN100271,2024-06-13,Nike Inc,-214.29,Shopping,False,False
TXN100272,2024-06-15,CHIPOTLE MEXICAN GRILL,-16.73,Food,False,False
TXN100273,2024-06-15,"DoorDash, Inc.",-15.45,Food,False,False
TXN100274,2024-06-16,VERIZON WRLS,-74.47,Utilities,False,False
TXN100275,2024-06-16,Chipotle Online,-20.03,Food,False,False
TXN100276,2024-06-17,VALVE CORP *STEAM,-45.74,Entertainment,False,False
TXN100277,2024-06-18,VALVE CORP *STEAM,-45.74,Entertainment,True,False
TXN100278,2024-06-19,STATE FARM INS,-141.53,Bills,False,False
TXN100279,2024-06-21,MAIN ST DINER,-20.28,Food,False,False
TXN100280,2024-06-21,WFM 102 AUSTIN TX,-1042.56,Food,False,True
TXN100281,2024-06-21,STEAMGAMES.COM,-45.13,Entertainment,False,False
TXN100282,2024-06-21,ACME CORP DIRECT DEPOSIT,3209.68,Salary,False,False
TXN100283,2024-06-22,STARBUCKS #04521,-7.27,Food,False,False
TXN100284,2024-06-26,VENMO PAYMENT,-11.67,Miscellaneous,False,False
TXN100285,2024-06-27,AMAZON MKTPLACE PMTS,-83.99,Shopping,False,False
TXN100286,2024-06-27,AIRBNB HMXY23,-238.96,Travel,False,False
TXN100287,2024-06-29,Airbnb Inc,-505.9,Travel,False,False
TXN100288,2024-06-30,ATM WITHDRAWAL #4521,-51.51,Miscellaneous,False,False
TXN100289,2024-07-01,VENMO PAYMENT,-77.16,Miscellaneous,False,False
TXN100290,2024-07-01,RENT - PROPERTY MGMT CO,-1854.83,Bills,False,False
TXN100291,2024-07-02,PF #0233 MONTHLY,-25.06,Healthcare,False,False
TXN100292,2024-07-02,DELTA.COM,-780.85,Travel,False,False
TXN100293,2024-07-02,THE CORNER DINER LLC,-20.95,Food,False,False
TXN100294,2024-07-02,TRADER JOE S #543,-29.74,Food,False,False
TXN100295,2024-07-03,Main Street Diner,-13.11,Food,False,False
TXN100296,2024-07-03,NETFLIX.COM,-15.43,Entertainment,False,False
TXN100297,2024-07-04,VENMO*TRANSFER,-127.57,Miscellaneous,False,False
TXN100298,2024-07-04,Chipotle Online,-21.47,Food,False,False
TXN100299,2024-07-04,DD *DOORDASH,-54.47,Food,False,False
TXN100300,2024-07-05,FIDELITY BROKERAGE,-573.88,Investment,False,False
TXN100301,2024-07-05,ACME CORP PAYROLL DIRECT DEP,3123.47,Salary,False,False
TXN100302,2024-07-06,UBER TECHNOLOGIES,-52.37,Travel,False,False
TXN100303,2024-07-07,SQ *STARBUCKS,-6.74,Food,False,False
TXN100304,2024-07-07,Chipotle Online,-12.14,Food,False,False
TXN100305,2024-07-08,THE CORNER DINER LLC,-9.57,Food,False,False
TXN100306,2024-07-08,SPOTIFY USA,-10.83,Entertainment,False,False
TXN100307,2024-07-08,BEST BUY 00003210,-556.18,Shopping,False,False
TXN100308,2024-07-08,Amazon.com,-184.56,Shopping,False,False
TXN100309,2024-07-08,VENMO*TRANSFER,-6.17,Miscellaneous,False,False
TXN100310,2024-07-09,CHIPOTLE 2341,-16.91,Food,False,False
TXN100311,2024-07-10,ENTERPRISE RAC,-290.44,Travel,False,False
TXN100312,2024-07-11,COMCAST XFINITY,-89.99,Utilities,False,False
TXN100313,2024-07-12,TARGET T-1453,-28.32,Shopping,False,False
TXN100314,2024-07-13,DELTA.COM,-702.03,Travel,False,False
TXN100315,2024-07-14,SBUX 04521 SEATTLE WA,-6.6,Food,False,False
TXN100316,2024-07-14,WHOLEFDS MKT #102,-128.7,Food,False,False
TXN100317,2024-07-14,Chipotle Online,-13.82,Food,False,False
TXN100318,2024-07-15,TARGET 00021453,-144.13,Shopping,False,False
TXN100319,2024-07-16,PF #0233 MONTHLY,-22.46,Healthcare,False,False
TXN100320,2024-07-16,VERIZON WRLS,-74.82,Utilities,False,False
TXN100321,2024-07-19,BESTBUY.COM,-871.46,Shopping,False,False
TXN100322,2024-07-19,Chipotle Online,-20.19,Food,False,False
TXN100323,2024-07-19,ACME CORP PAYROLL DIRECT DEP,3131.0,Salary,False,False
TXN100324,2024-07-20,DELTA.COM,-824.03,Travel,False,False
TXN100325,2024-07-20,TARGET 00021453,-156.5,Shopping,False,False
TXN100326,2024-07-20,Main Street Diner,-34.48,Food,False,False
TXN100327,2024-07-21,STATE FARM INS,-139.99,Bills,False,False
TXN100328,2024-07-21,VENMO PAYMENT,-119.65,Miscellaneous,False,False
TXN100329,2024-07-22,DELTA.COM,-525.6,Travel,False,False
TXN100330,2024-07-23,DOORDASH*RESTAURANT,-38.64,Food,False,False
TXN100331,2024-07-23,STATE UNIVERSITY BURSAR,-3191.31,Education,False,False
TXN100332,2024-07-23,BEST BUY 00003210,-615.48,Shopping,False,False
TXN100333,2024-07-23,THE CORNER DINER LLC,-24.2,Food,False,False
TXN100334,2024-07-24,AMC.COM,-21.52,Entertainment,False,False
TXN100335,2024-07-24,CASH WITHDRAWAL ATM,-183.69,Miscellaneous,False,False
TXN100336,2024-07-26,AMC.COM,-29.56,Entertainment,False,False
TXN100337,2024-07-26,WHOLEFDS MKT #102,-133.28,Food,False,False
TXN100338,2024-07-27,"DoorDash, Inc.",-16.26,Food,False,False
TXN100339,2024-07-27,Marriott International,-623.17,Travel,False,False
TXN100340,2024-07-27,PF #0233 MONTHLY,-11.74,Healthcare,False,False
TXN100341,2024-07-27,WHOLE FOODS MARKET,-63.58,Food,False,False
TXN100342,2024-07-27,Main Street Diner,-13.02,Food,False,False
TXN100343,2024-07-27,Main Street Diner,-19.9,Food,False,False
TXN100344,2024-07-28,VALVE CORP *STEAM,-66.04,Entertainment,False,False
TXN100345,2024-07-30,PLANET FITNESS,-20.35,Healthcare,False,False
TXN100346,2024-07-31,PLANET FITNESS,-20.35,Healthcare,True,False
TXN100347,2024-07-31,CASH WITHDRAWAL ATM,-100.05,Miscellaneous,False,False
TXN100348,2024-08-01,WFM 102 AUSTIN TX,-27.42,Food,False,False
TXN100349,2024-08-01,RENT - PROPERTY MGMT CO,-1847.02,Bills,False,False
TXN100350,2024-08-02,VENMO*TRANSFER,-13.78,Miscellaneous,False,False
TXN100351,2024-08-02,ACME CORP PAYROLL DIRECT DEP,3177.51,Salary,False,False
TXN100352,2024-08-02,PF #0233 MONTHLY,-24.79,Healthcare,False,False
TXN100353,2024-08-03,PLANET FITNESS,-24.52,Healthcare,False,False
TXN100354,2024-08-03,NIKE.COM,-155.93,Shopping,False,False
TXN100355,2024-08-03,ETSY.COM - SHOP12,-14.05,Shopping,False,False
TXN100356,2024-08-03,AMC 00234 ONLINE,-54.52,Entertainment,False,False
TXN100357,2024-08-04,NETFLIX.COM,-15.42,Entertainment,False,False
